employee_id,first_name,last_name,date_of_birth,email,phone_number,hire_date,job_title,department,manager_id,blood_status,wand_core,magical_rank,is_active,salary_galleons,performance_score,spell_efficiency,charm_accuracy,years_of_experience
425,Joann,Miller,1761-10-26,matthewhanson@wong-stuart.biz,210.896.3615,2024-12-28,Magical HR Specialist,Wand Engineering,17.0,Half-blood,Unicorn Hair,Adept,True,4079,10,7,7,5
426,Alexander,Williams,1859-12-10,paulharvey@simon.com,+1-412-635-5681,2005-09-01,Master of Charms,Potion Research,22.0,Pureblood,Thestral Tail Hair,Intern,True,4874,8,8,6,4
427,JGson,Allen,1729-08-10,xcarey@rodgers-reed.com,+1-226-377-8753x908,2010-06-11,Magical HR Specialist,Wand Engineering,37.0,Muggle-born,Mysterious Core,Adept,False,2907,3,10,2,22
428,Cgrolyn,Hernandpz,1776-10-10,chapmanjerry@hotmail.com,001-867-031-4605,2010-04-17,Magical HR Specialist,Mystical Logistics,30.0,Half-blood,Mysterious Core,Master,False,3782,1,1,2,23
429,Mitchell,Lopez,1795-05-22,yudavid@hotmail.com,2214362325,2006-08-06,Senior Enchanter,HR & Muggle Relations,29.0,Muggle-born,Veela Hair,Apprentice,False,4220,7,1,9,2
430,jhristopher,Lawson,1873-02-01,melissajackson@price-randall.com,921-479-7100x3948,2005-12-15,Wand Safety Officer,Spellcrafting,50.0,Unknown,Dragon Heartstring,Adept,True,1911,5,8,9,22
431,Tony,Lewis,1917-10-14,stevensonrichard@hotmail.com,(025)413-6179,2028-13-40,Wand Safety Officer,Mystical Logistics,19.0,Pureblood,Thestral Tail Hair,Intern,True,2855,7,3,10,13
432,Angie,Bruce,1758-05-17,yberry@hotmail.com,+1-484-631-2529x333,2008-07-13,Junior Spell Crafter,Magical Security,4.0,Muggle-born,Veela Hair,Apprentice,True,2735,3,9,3,22
433,Jason,Cummings,1924-09-02,youngjessica@hotmail.com,276.257.1352,2008-04-25,Master of Charms,Wand Engineering,15.0,Pureblood,Thestral Tail Hair,Adept,False,1589,8,8,2,12
434,Michelle,Salazar,1812-05-30,longalice@yahoo.com,(291)804-0084x1610,2028-13-40,Senior Enchanter,Spellcrafting,24.0,Unknown,Dragon Heartstring,Intern,False,856,9,10,3,3
435,Jeffery,White,1811-04-11,patriciabennett@thomas.net,(354)753-8110x40307,2015-01-26,Junior Spell Crafter,Magical Security,29.0,Half-blood,Mysterious Core,Apprentice,True,1634,6,10,8,12
436,Timothy,Baldwin,1728-10-18,joyce89@yahoo.com,653-976-7331x2882,2014-05-09,Junior Spell Crafter,Potion Research,47.0,Half-blood,Unknown,Consultant,True,827,6,6,7,3
437,oisa,Cunningham,1877-12-06,jenniferchavez@winters-holt.org,(438)646-7615x1128,2025-02-15,Potions Intern,Potion Research,40.0,Squib,Mysterious Core,Intern,False,1566,2,9,10,9
438,Michael,Walters,1923-10-09,elliottnicole@boyer.com,576-522-2677,2022-04-02,Wand Safety Officer,Potion Research,15.0,Half-blood,Thestral Tail Hair,Apprentice,True,4010,5,5,5,12
439,Kevin,Gardner,1818-12-16,colemannicole@gmail.com,(493)972-2691x3527,2005-05-20,Magical HR Specialist,HR & Muggle Relations,3.0,Squib,Unicorn Hair,Adept,False,2180,3,1,3,14
440,DaGid,Garcia,1933-11-14,imoreno@gmail.com,192.988.1316x2541,2011-07-30,Junior Spell Crafter,Spellcrafting,19.0,Squib,Thestral Tail Hair,Apprentice,False,1015,1,2,7,8
441,Michelle,Austin,1951-09-08,carlos12@baker-matthews.com,+1-477-303-7513,2012-12-11,Senior Enchanter,Potion Research,41.0,Unknown,Dragon Heartstring,Intern,True,4956,3,2,10,14
442,Timothy,Hill,1876-01-23,dfox@thompson-pearson.com,9462442518,2008-03-29,Magical HR Specialist,HR & Muggle Relations,1.0,Squib,Unicorn Hair,Intern,True,3325,2,2,8,15
443,Lisa,Robinson,1740-03-31,,854.035.2744x5917,2012-10-16,Potions Intern,HR & Muggle Relations,29.0,Unknown,Mysterious Core,Apprentice,True,3271,2,4,5,22
444,Penny,Qshley,1740-06-01,martinezheather@harris.com,(772)608-0953x706,2005-05-03,Magical HR Specialist,Wand Engineering,30.0,Half-blood,Unicorn Hair,Intern,False,1511,8,1,4,8
445,William,Litcle,1972-07-01,mgonzales@hotmail.com,(279)803-7209x349,2019-08-10,Master of Charms,Potion Research,37.0,Squib,Unknown,Master,False,554,3,5,5,9
446,Bridget,Wallace,1937-03-07,klopez@martin.org,+1-499-084-4468x876,2010-07-24,Senior Enchanter,Magical Security,30.0,Unknown,Unknown,Apprentice,True,3458,5,9,2,21
447,Karen,Wilson,1944-04-07,,001-095-765-2337x288,2007-10-20,Potions Intern,Potion Research,48.0,Unknown,Unicorn Hair,Master,False,1607,6,8,2,4
448,Julie,Shaw,1871-06-15,amandaperry@erickson.com,001-933-998-5092x956,2019-05-28,Magical HR Specialist,Magical Security,1.0,Squib,Veela Hair,Apprentice,False,2514,5,7,2,6
449,Kiara,Nelson,1824-05-08,harold42@serrano.info,577-044-4907,2015-12-14,Magical HR Specialist,Potion Research,28.0,Squib,Mysterious Core,Adept,False,1532,6,6,10,13
450,Katherine,HPll,1963-03-07,jimmy91@hotmail.com,910-986-2911x24474,2019-09-19,Potions Intern,Mystical Logistics,31.0,Pureblood,Veela Hair,Adept,True,2053,2,6,2,22
451,Michelle,Torres,1933-06-08,,644.215.9371x102,2010-06-20,Master of Charms,Potion Research,6.0,Unknown,Phoenix Feather,Adept,True,3181,3,10,1,18
452,Jared,Sxith,1726-04-11,josephgalvan@knight-williams.info,(637)576-8635,2015-05-29,Master of Charms,Mystical Logistics,3.0,Muggle-born,Unknown,Intern,False,2320,3,10,8,19
453,Douglas,Harrison,1756-07-30,angelicanorman@gmail.com,810-131-0628,2012-06-22,Wand Safety Officer,HR & Muggle Relations,41.0,Unknown,Thestral Tail Hair,Apprentice,False,2581,7,8,10,2
454,Amy,Barcia,1813-01-08,kyle22@yahoo.com,131.580.0007x9092,2021-09-15,Senior Enchanter,Mystical Logistics,14.0,Muggle-born,Unknown,Apprentice,True,1810,7,10,5,21
455,Kim,Turner,1831-09-14,nclayton@jones.com,,2021-11-17,Potions Intern,HR & Muggle Relations,24.0,Unknown,Dragon Heartstring,Adept,True,1880,9,3,7,8
456,Mark,Marks,1792-11-28,william05@yahoo.com,+1-348-840-4760x02913,2014-07-14,Senior Enchanter,Magical Security,27.0,Squib,Unicorn Hair,Master,False,2308,2,3,7,4
457,Kaitlyn,Hernandez,1749-04-29,,(420)209-4766x5754,2011-08-28,Junior Spell Crafter,Wand Engineering,15.0,Pureblood,Thestral Tail Hair,Apprentice,False,787,1,7,3,24
458,Alexander,Douglas,1911-04-06,ygarcia@maddox.info,248.644.3713x432,2021-08-08,Master of Charms,Spellcrafting,31.0,Pureblood,Mysterious Core,Apprentice,True,2024,8,2,7,0
459,Zoe,Francis,1764-10-28,vhansen@gmail.com,414.233.3449x0749,2024-09-15,Master of Charms,HR & Muggle Relations,1.0,Squib,Unicorn Hair,Apprentice,True,1534,3,6,4,9
460,Evan,Davieson,1764-10-12,amartin@hotmail.com,154.809.3999x21363,2007-05-25,Magical HR Specialist,Magical Security,42.0,Unknown,Veela Hair,Consultant,True,3495,10,6,3,5
461,Crystal,Adams,1752-04-12,kimberlypennington@gmail.com,(166)472-2529x13089,2021-02-25,Potions Intern,Magical Security,40.0,Squib,Dragon Heartstring,Master,False,1383,4,4,3,14
462,Destiny,Wade,1996-02-28,jessicadiaz@yahoo.com,184-089-0858x3579,2014-11-07,Wand Safety Officer,Wand Engineering,24.0,Squib,Unknown,Consultant,False,4539,6,5,5,20
463,Derrick,Schaefer,1829-06-09,garrett73@gmail.com,(635)531-8109x3249,2018-01-03,Junior Spell Crafter,Magical Security,41.0,Half-blood,Veela Hair,Adept,False,3025,9,7,3,18
464,Leah,Young,1816-10-15,,,2019-01-09,Wand Safety Officer,HR & Muggle Relations,24.0,Unknown,Unicorn Hair,Apprentice,False,969,9,6,1,1
465,Launa,Peterson,2000-05-01,maxwellchristopher@allen-lee.org,5007299006,2014-04-26,Master of Charms,Spellcrafting,41.0,Unknown,Thestral Tail Hair,Consultant,True,2468,2,3,8,14
466,Crystal,Hall,1939-11-02,kemprichard@ryan-greene.com,901-660-9078,2007-04-29,Magical HR Specialist,Wand Engineering,43.0,Pureblood,Mysterious Core,Master,True,1515,2,10,7,13
467,Kristen,Gray,1752-10-09,johnsullivan@hotmail.com,926.259.1092,2022-05-19,Junior Spell Crafter,Spellcrafting,2.0,Pureblood,Phoenix Feather,Master,False,2875,4,9,1,23
468,Shannon,CastiVlo,1941-12-16,mooremonica@yahoo.com,001-623-554-7652x9697,2020-07-09,Wand Safety Officer,HR & Muggle Relations,44.0,Half-blood,Unknown,Consultant,True,719,5,9,7,8
469,John,Castillo,1761-12-20,ehanson@boone.com,659.507.2593x256,2011-10-30,Magical HR Specialist,Spellcrafting,39.0,Pureblood,Unicorn Hair,Consultant,False,3628,4,5,2,4
470,Jeffrey,Sweeney,1856-12-16,,(741)684-4614,2018-01-10,Magical HR Specialist,Potion Research,5.0,Pureblood,Mysterious Core,Adept,False,619,4,7,10,16
471,John,Jones,1733-03-23,,+1-593-985-7840x0816,2019-04-12,Senior Enchanter,Spellcrafting,17.0,Pureblood,Dragon Heartstring,Master,True,4261,5,1,9,17
472,Joshua,Kennedy,1898-07-31,aknight@yahoo.com,+1-290-202-9874,2011-02-27,Senior Enchanter,HR & Muggle Relations,37.0,Squib,Unknown,Adept,True,3273,3,9,8,15
473,Kayla,Walter,1865-01-05,martinbrianna@ramsey.com,724-873-2830x5880,2011-05-29,Potions Intern,Wand Engineering,4.0,Muggle-born,Dragon Heartstring,Intern,True,4882,5,9,9,16
474,Lisa,Osborne,1826-02-27,fchoi@hotmail.com,7818844752,2028-13-40,Master of Charms,HR & Muggle Relations,36.0,Unknown,Phoenix Feather,Apprentice,True,2432,1,4,6,23
475,Lisa,Mckay,1936-08-19,hunter63@gmail.com,001-484-466-2610x30444,2014-08-08,Magical HR Specialist,Mystical Logistics,38.0,Squib,Mysterious Core,Adept,False,3938,1,10,8,21
476,Maureen,Pgpe,1778-04-03,georgedrew@gmail.com,001-478-770-8251x22436,2016-01-09,Magical HR Specialist,Magical Security,50.0,Pureblood,Phoenix Feather,Intern,False,2670,10,4,9,23
477,Gary,Hunt,1946-05-26,ryanjimenez@lewis.com,+1-986-483-9420x194,2007-06-24,Senior Enchanter,Spellcrafting,13.0,Unknown,Phoenix Feather,Adept,True,915,2,5,4,7
478,Amanda,Waalace,1887-01-28,mark41@yahoo.com,(204)499-8563x8762,2008-04-17,Magical HR Specialist,Potion Research,21.0,Squib,Dragon Heartstring,Master,True,3551,8,8,7,1
479,Justin,Adams,1787-12-13,michaeltorres@gmail.com,732.278.4296x2794,2013-05-30,Magical HR Specialist,Potion Research,16.0,Muggle-born,Veela Hair,Intern,True,4221,1,10,6,25
480,Christian,Gomez,1795-06-02,garciaalejandro@white.com,506.053.0488,2009-12-06,Wand Safety Officer,Wand Engineering,24.0,Muggle-born,Unicorn Hair,Apprentice,False,3326,1,4,5,25
481,Nicholas,Yoder,1861-11-03,neverett@sanders.com,159.847.0177x769,2005-05-08,Potions Intern,Spellcrafting,2.0,Unknown,Unknown,Adept,True,4715,1,1,10,5
482,Jessica,Bennett,1911-05-20,caitlinmeyer@powell-hull.com,(088)718-4268,2018-02-06,Magical HR Specialist,Magical Security,22.0,Squib,Thestral Tail Hair,Adept,True,3350,3,9,5,4
483,JacTueline,Buckley,1750-12-08,richardmorgan@dixon.com,736.149.9555,2008-11-17,Wand Safety Officer,Spellcrafting,15.0,Pureblood,Unknown,Consultant,False,1058,1,7,8,12
484,Nathan,Conway,1741-03-17,dmurphy@martinez-moore.com,(978)053-2649x8562,2006-11-20,Wand Safety Officer,Potion Research,11.0,Unknown,Thestral Tail Hair,Consultant,False,4030,7,5,6,20
485,Charles,Duncan,1744-09-20,kyle54@gmail.com,+1-599-424-4219x5351,2028-13-40,Master of Charms,Mystical Logistics,34.0,Pureblood,Phoenix Feather,Consultant,True,1956,2,2,6,9
486,Max,Moore,1934-02-20,,(475)448-7106,2024-08-20,Magical HR Specialist,Mystical Logistics,31.0,Squib,Unknown,Adept,False,4386,8,9,1,0
487,Amanda,Mendoza,1936-11-27,brianjones@gibbs-glover.com,597.959.1873,2014-01-15,Potions Intern,Wand Engineering,8.0,Muggle-born,Phoenix Feather,Consultant,False,3878,1,5,6,11
488,Maria,Torres,1881-03-23,gilljustin@yahoo.com,(511)394-8736x9355,2011-01-03,Senior Enchanter,Spellcrafting,19.0,Half-blood,Veela Hair,Consultant,True,3470,7,9,1,17
489,Soseph,GuJierrez,1972-05-19,gardnermichael@yahoo.com,8867798571,2012-11-17,Magical HR Specialist,Magical Security,1.0,Muggle-born,Unknown,Apprentice,False,4744,1,8,3,10
490,John,Farmer,1746-11-15,emack@davidson-mclaughlin.net,(372)846-0979x2626,2021-05-02,Wand Safety Officer,Mystical Logistics,43.0,Pureblood,Unicorn Hair,Consultant,False,3102,4,6,9,1
491,Patricia,Mercado,1878-03-24,kelseyjimenez@hotmail.com,(987)181-2244,2014-11-05,Potions Intern,Wand Engineering,45.0,Half-blood,Thestral Tail Hair,Consultant,False,917,9,6,9,0
492,Nancy,West,1990-06-23,stacey97@gmail.com,789-716-6967x59422,2013-11-28,Magical HR Specialist,HR & Muggle Relations,5.0,Unknown,Phoenix Feather,Adept,False,2935,6,2,9,0
493,Jonathan,Allen,1983-08-04,jenniferbryant@brooks.net,001-659-449-4811x8664,2023-02-20,Senior Enchanter,Potion Research,41.0,Muggle-born,Unicorn Hair,Master,True,836,6,8,8,19
494,Craig,Tucker,1897-03-23,jacqueline32@bradshaw.com,+1-291-552-5397x7163,2028-13-40,Master of Charms,Magical Security,43.0,Muggle-born,Mysterious Core,Consultant,False,790,6,1,8,3
495,Amber,Gard,1752-02-18,madisonhunter@ortiz.biz,(802)901-8795x6812,2013-09-06,Wand Safety Officer,Spellcrafting,31.0,Muggle-born,Phoenix Feather,Apprentice,False,2027,2,2,10,1
496,Jack,Castillo,1759-12-29,henrytaylor@collins.org,787.255.6258x235,2007-03-05,Senior Enchanter,Spellcrafting,31.0,Unknown,Mysterious Core,Consultant,False,4055,2,4,1,2
497,Daniel,Adams,1867-04-25,,001-754-239-3756x98189,2015-01-12,Senior Enchanter,HR & Muggle Relations,48.0,Muggle-born,Thestral Tail Hair,Master,True,3236,8,8,4,13
498,Robert,Good,1899-05-02,josephjuarez@gmail.com,070-027-7031x5316,2016-10-18,Wand Safety Officer,Wand Engineering,32.0,Muggle-born,Phoenix Feather,Adept,True,1883,6,6,3,10
499,Betty,SanfFrd,1806-01-19,angelaalexander@hatfield.org,(106)942-2425x8945,2014-10-25,Magical HR Specialist,Mystical Logistics,34.0,Muggle-born,Phoenix Feather,Consultant,False,4833,9,10,8,11
500,David,Martin,1751-12-26,brownshannon@martin-taylor.com,001-066-643-1841x401,2017-03-15,Wand Safety Officer,Potion Research,2.0,Half-blood,Phoenix Feather,Apprentice,False,2101,4,6,9,6
501,Lisa,Wright,1918-12-12,ohall@yahoo.com,276.339.1032x046,2023-05-08,Master of Charms,Spellcrafting,45.0,Pureblood,Mysterious Core,Master,True,1963,1,4,9,21
502,Micheal,Sharp,1899-01-01,shawn58@hester.com,575-634-6848x046,2006-04-27,Junior Spell Crafter,Magical Security,12.0,Half-blood,Phoenix Feather,Intern,True,4404,1,6,1,10
503,Wendy,Perry,1857-03-20,icooper@gmail.com,001-486-206-8538x96740,2015-07-12,Junior Spell Crafter,Potion Research,29.0,Half-blood,Veela Hair,Apprentice,True,3244,8,8,10,23
504,Nicholas,Hunter,1881-01-11,claudia51@gmail.com,+1-631-158-8972x290,2024-05-21,Senior Enchanter,Potion Research,36.0,Half-blood,Dragon Heartstring,Adept,True,4433,2,1,8,5
505,Anthony,Galloway,1884-05-12,richardstamara@gmail.com,(019)078-1023,2008-08-24,Senior Enchanter,Wand Engineering,14.0,Squib,Thestral Tail Hair,Master,False,546,2,2,5,16
506,Gina,Mccullough,1761-11-13,,(956)451-1695,2028-13-40,Magical HR Specialist,Spellcrafting,14.0,Muggle-born,Mysterious Core,Consultant,True,4448,5,9,2,14
507,Brian,Moore,1868-10-06,thomasjohnny@mcintyre.org,9550249870,2018-12-19,Magical HR Specialist,HR & Muggle Relations,17.0,Squib,Veela Hair,Intern,False,1265,7,2,8,5
508,Cody,Brown,1925-08-16,angela21@johnson.com,(348)953-0926x86423,2023-04-29,Junior Spell Crafter,Wand Engineering,14.0,Half-blood,Thestral Tail Hair,Master,False,1575,9,10,6,8
509,Teresa,Martinez,1952-08-24,gary55@yahoo.com,+1-388-076-3121x113,2021-12-19,Junior Spell Crafter,Potion Research,30.0,Unknown,Mysterious Core,Apprentice,False,3024,1,2,2,23
510,Melissa,Hart,1917-03-10,,,2005-04-20,Senior Enchanter,Mystical Logistics,18.0,Squib,Dragon Heartstring,Adept,True,2048,4,5,9,21
511,Kristina,Ramirez,1749-10-30,dbartlett@neal-stout.com,,2028-13-40,Master of Charms,Mystical Logistics,38.0,Unknown,Dragon Heartstring,Intern,False,886,4,1,6,16
512,Tom,Clark,1975-06-20,,+1-351-532-2239,2008-06-21,Wand Safety Officer,Wand Engineering,34.0,Pureblood,Phoenix Feather,Apprentice,True,4971,2,1,3,18
513,Rodney,Wbeks,1766-01-19,,+1-731-702-0747x4819,2018-02-08,Master of Charms,Magical Security,26.0,Muggle-born,Veela Hair,Intern,True,3852,3,1,2,2
514,Adam,Sibson,1906-05-13,andrew99@yahoo.com,(815)922-9996x78502,2008-08-10,Wand Safety Officer,Mystical Logistics,41.0,Squib,Phoenix Feather,Master,False,1748,10,1,6,1
515,Heather,ritchell,1827-11-16,lauren70@hotmail.com,+1-501-476-8049,2024-09-21,Junior Spell Crafter,Spellcrafting,25.0,Squib,Thestral Tail Hair,Intern,True,4906,10,9,9,18
516,karry,Daniels,1890-06-09,manningtimothy@yahoo.com,980-585-6277,2018-07-20,Master of Charms,Wand Engineering,20.0,Half-blood,Mysterious Core,Intern,False,4641,6,6,6,1
517,Rachbl,Conner,1967-01-22,,667.004.4875x20940,2011-03-09,Junior Spell Crafter,Spellcrafting,17.0,Unknown,Thestral Tail Hair,Adept,True,4310,7,1,1,21
518,James,Curry,1954-01-07,carrsarah@hotmail.com,,2013-04-25,Master of Charms,Wand Engineering,20.0,Half-blood,Phoenix Feather,Adept,False,2063,10,8,6,11
519,Chris,MillMr,1913-01-28,,813.927.4241,2028-13-40,Senior Enchanter,Spellcrafting,4.0,Squib,Phoenix Feather,Apprentice,True,4702,10,4,3,20
520,Patrick,Hicks,1767-09-11,michael15@gmail.com,+1-606-270-8052x38820,2018-12-30,Junior Spell Crafter,Wand Engineering,45.0,Squib,Mysterious Core,Apprentice,True,702,8,6,1,14
521,Elizabeth,Huynh,1909-11-14,matthew75@henry-reynolds.com,654-562-7560x7122,2017-04-03,Potions Intern,Wand Engineering,39.0,Pureblood,Unicorn Hair,Adept,False,3654,4,8,4,4
522,Kathy,Garrett,1961-10-15,timothywilliams@taylor.info,2412295500,2015-11-13,Senior Enchanter,Mystical Logistics,33.0,Squib,Unknown,Consultant,True,569,4,3,6,0
523,Jesse,Lowe,1754-06-27,ojohnson@hotmail.com,878.636.6518,2019-03-28,Wand Safety Officer,Magical Security,10.0,Half-blood,Veela Hair,Intern,True,2626,10,8,3,16
524,Melissa,Reeves,1742-06-01,pricejimmy@hotmail.com,001-549-763-1075,2007-10-31,Wand Safety Officer,Spellcrafting,47.0,Half-blood,Dragon Heartstring,Master,True,3436,1,5,6,23
525,Justin,Tomres,1726-02-20,zgutierrez@gmail.com,,2016-05-11,Magical HR Specialist,Wand Engineering,38.0,Pureblood,Thestral Tail Hair,Intern,False,581,7,3,6,8
526,Melissa,Sellers,1748-01-08,jeffrey93@james-allen.com,(100)244-0234x23531,2023-10-23,Potions Intern,Mystical Logistics,36.0,Unknown,Mysterious Core,Master,False,3169,8,6,5,7
527,Juutin,Patel,1877-05-15,tholland@briggs.com,001-109-987-5417x75180,2007-05-23,Potions Intern,Magical Security,14.0,Pureblood,Thestral Tail Hair,Master,True,1546,2,1,6,17
528,Sindra,Moore,1912-10-11,,001-549-446-4006x0717,2014-04-03,Magical HR Specialist,Potion Research,5.0,Muggle-born,Veela Hair,Master,True,3648,6,10,7,21
529,Andrew,Torres,1792-07-05,,589.956.8247x85398,2007-02-19,Wand Safety Officer,Mystical Logistics,29.0,Half-blood,Thestral Tail Hair,Consultant,True,2727,2,4,8,9
530,JaXes,Yoder,1834-02-28,travis38@carter.com,001-964-464-1236x20877,2007-10-10,Magical HR Specialist,Potion Research,6.0,Pureblood,Mysterious Core,Consultant,True,3410,3,10,3,0
531,Jeremy,Mahoney,1947-04-25,christopher26@hotmail.com,0278666634,2013-04-24,Junior Spell Crafter,HR & Muggle Relations,8.0,Pureblood,Mysterious Core,Apprentice,True,3867,6,10,4,13
532,Kimberly,Carey,1899-06-23,pmayer@gmail.com,353.480.4626x4815,2013-08-07,Magical HR Specialist,Mystical Logistics,19.0,Pureblood,Dragon Heartstring,Consultant,False,913,2,3,4,7
533,Chorles,Johnston,1760-06-18,christopher48@hotmail.com,+1-269-112-2979x43136,2024-05-23,Magical HR Specialist,Potion Research,20.0,Pureblood,Veela Hair,Adept,True,2044,6,9,5,19
534,Jennifer,Ross,1806-11-07,goodmanderek@gmail.com,908-993-2830x1053,2006-05-29,Senior Enchanter,Mystical Logistics,34.0,Unknown,Unknown,Master,True,1355,4,5,10,0
535,William,Bailey,1805-04-14,xlong@day-eaton.org,167-812-7593,2022-06-29,Master of Charms,Spellcrafting,44.0,Half-blood,Unknown,Intern,True,2151,4,9,9,8
536,Kyle,Brown,1957-11-08,brandy74@sanchez.com,(853)043-2868,2024-12-29,Master of Charms,Mystical Logistics,50.0,Unknown,Mysterious Core,Master,False,4780,9,8,6,10
537,Hayden,GarQia,1781-05-12,haledaniel@solis-scott.com,001-502-330-0822x5108,2023-09-06,Potions Intern,HR & Muggle Relations,46.0,Muggle-born,Dragon Heartstring,Adept,True,3092,8,2,1,11
538,DeboXah,Guzman,1746-10-16,zmorrison@walton.info,786.419.7072x10704,2019-01-21,Potions Intern,HR & Muggle Relations,48.0,Unknown,Unknown,Apprentice,True,4122,7,6,4,0
539,Jerry,Martin,1734-11-26,vbaxter@sims.com,001-143-245-5540x98475,2016-06-16,Master of Charms,Spellcrafting,49.0,Squib,Dragon Heartstring,Master,True,1123,10,4,3,15
540,Lori,Johnson,1864-08-17,rcordova@perez-combs.org,+1-305-429-6653x801,2028-13-40,Magical HR Specialist,Spellcrafting,30.0,Squib,Phoenix Feather,Master,False,1451,8,7,2,19
541,Cynthia,Silva,1889-06-16,timothy03@price.com,4735559254,2005-08-30,Master of Charms,Wand Engineering,14.0,Unknown,Mysterious Core,Apprentice,True,1284,10,1,6,14
542,Sharon,Woods,1787-06-29,floreskatherine@hotmail.com,(305)540-1202x6811,2009-06-17,Wand Safety Officer,HR & Muggle Relations,26.0,Pureblood,Veela Hair,Apprentice,True,814,2,8,10,6
543,aelissa,Thomas,1919-03-30,,835.582.5542x1062,2006-12-11,Junior Spell Crafter,Spellcrafting,22.0,Half-blood,Unknown,Intern,False,2966,10,10,3,25
544,Courtney,Mcyarland,2006-03-21,ryanmeza@rivera.net,(561)087-2329x654,2006-04-22,Master of Charms,Wand Engineering,24.0,Squib,Phoenix Feather,Intern,True,4795,4,4,5,4
545,Cgrl,LawBence,1920-05-16,dennismontgomery@gmail.com,+1-506-120-6112x7957,2014-10-30,Senior Enchanter,Magical Security,40.0,Unknown,Phoenix Feather,Apprentice,True,1326,3,5,6,11
546,Morgan,Kennedy,1809-09-14,john35@gibbs.org,901.189.6127,2020-02-02,Magical HR Specialist,Magical Security,11.0,Unknown,Veela Hair,Master,False,3918,6,6,5,1
547,Amanda,Reyes,1891-06-18,lcarrillo@gmail.com,+1-502-871-4306x49273,2016-09-23,Master of Charms,Mystical Logistics,24.0,Pureblood,Unicorn Hair,Intern,True,2972,2,1,3,16
548,Morgan,Tyler,1980-03-13,briana54@yahoo.com,(113)499-4451,2011-06-08,Master of Charms,Potion Research,2.0,Unknown,Mysterious Core,Consultant,True,3840,9,7,3,14
549,Karen,Perry,1728-10-08,kyleosborne@hotmail.com,001-615-720-1470x4960,2022-10-16,Junior Spell Crafter,Wand Engineering,1.0,Muggle-born,Unknown,Adept,True,1843,10,1,2,6
550,Janice,Pope,1848-11-08,latasharyan@hotmail.com,+1-086-687-0556x38730,2019-09-04,Magical HR Specialist,Wand Engineering,28.0,Unknown,Dragon Heartstring,Apprentice,False,4556,3,3,2,1
551,Alexander,Thomas,1758-12-27,bbrown@yahoo.com,(969)103-3352x202,2018-02-14,Master of Charms,Potion Research,10.0,Muggle-born,Dragon Heartstring,Master,False,1817,4,1,4,3
552,MiranYa,Price,1831-07-11,qcowan@ruiz.com,(241)923-5019x27810,2005-07-23,Potions Intern,Wand Engineering,25.0,Squib,Phoenix Feather,Consultant,True,3891,3,2,10,9
553,Feorge,Williams,1832-01-02,awise@hotmail.com,(566)701-3667x5161,2023-11-28,Master of Charms,Wand Engineering,45.0,Half-blood,Dragon Heartstring,Intern,False,1252,1,7,4,6
554,Natasha,Mccoy,1820-06-22,juliemartin@gmail.com,020-892-4616x02000,2008-09-05,Senior Enchanter,Magical Security,43.0,Squib,Phoenix Feather,Apprentice,True,2359,6,8,7,9
555,Elizabeth,Hernandez,2003-09-16,alecmaldonado@mcintosh.com,5615064226,2007-02-06,Master of Charms,Potion Research,1.0,Half-blood,Veela Hair,Adept,False,1647,5,7,2,6
556,Susan,Flores,1798-08-31,tmartinez@yahoo.com,546-910-3716,2017-02-07,Magical HR Specialist,HR & Muggle Relations,30.0,Muggle-born,Unknown,Master,True,3831,7,1,2,5
557,Ashley,Walker,1763-08-30,deanjeffrey@hotmail.com,457.295.1167x809,2012-07-08,Magical HR Specialist,Magical Security,2.0,Squib,Unicorn Hair,Consultant,True,2322,9,7,5,4
558,Lisa,Castillo,1727-07-05,tshaw@powers.com,0502762377,2016-02-10,Senior Enchanter,Mystical Logistics,6.0,Pureblood,Dragon Heartstring,Adept,True,3916,9,1,6,15
559,Fernazdo,Rorero,1872-11-01,mchambers@yahoo.com,,2020-11-20,Wand Safety Officer,Magical Security,47.0,Half-blood,Veela Hair,Apprentice,False,4443,2,4,1,15
560,Catherine,Arias,1960-06-20,sheila66@yahoo.com,+1-574-952-7260x6700,2018-02-15,Potions Intern,HR & Muggle Relations,37.0,Pureblood,Mysterious Core,Master,True,3624,8,9,2,5
561,Michael,Saunders,1937-09-13,coxkimberly@hotmail.com,001-298-538-3717x02204,2018-02-24,Potions Intern,HR & Muggle Relations,48.0,Muggle-born,Veela Hair,Intern,True,1736,1,5,10,20
562,Anne,Cross,1831-05-19,,571-095-4326x5682,2014-08-18,Wand Safety Officer,Magical Security,32.0,Half-blood,Unicorn Hair,Intern,True,3176,3,5,5,22
563,Brenda,Norris,1732-11-06,jeffreyshah@oliver.com,838.769.2112x3193,2012-10-18,Senior Enchanter,Spellcrafting,29.0,Pureblood,Unicorn Hair,Intern,False,3129,4,10,4,20
564,Lauren,Mayo,1751-03-16,,588.752.2309,2007-04-01,Magical HR Specialist,Spellcrafting,9.0,Squib,Dragon Heartstring,Apprentice,True,1331,3,5,1,14
565,Robin,Ponce,1998-05-19,garyporter@hotmail.com,9015391010,2028-13-40,Potions Intern,Mystical Logistics,47.0,Half-blood,Thestral Tail Hair,Master,True,4267,7,5,5,17
